,year,title
2038,2014,GalDrive: Pipeline for comparative identification of driver mutations using the Galaxy framework
2039,2014,Dynamic shifts in occupancy by TAL1 are guided by GATA factors and drive large-scale reprogramming of gene expression during hematopoiesis
2040,2014,Alternative polyadenylation regulates CELF1/CUGBP1 target transcripts following T cell activation.
2041,2014,iReport: a generalised Galaxy solution for integrated experimental reporting
2042,2014,"The Variation of Microbial Communities in a Depth Profile of an Acidic, Nutrient-Poor Boreal Bog in Southwestern Finland"
2043,2014,Flexible and Accessible Workflows for Improved Proteogenomic Analysis Using the Galaxy Framework
2044,2014,Global identification of Smad2 and Eomesodermin targets in zebrafish identifies a conserved transcriptional network in mesendoderm and a novel role for Eomesodermin in repression of ectodermal gene expression
2045,2014,Utilizing ethnic-specific differences in minor allele frequency to recategorize reported pathogenic deafness variants.
2046,2014,Role of STAT5 and epigenetics in lactation-associated upregulation of multidrug transporter ABCG2 in the mammary gland.
2047,2014,Workload characterization for MG-RAST metagenomic data analytics service in the cloud
2048,2014,An extensible online environment for teaching data science concepts through gamification
2049,2014,ToxDBScan: Large-Scale Similarity Screening of Toxicological Databases for Drug Candidates
2050,2014,"FLI1 Expression is Correlated with Breast Cancer Cellular Growth, Migration, and Invasion and Altered Gene Expression"
2051,2014,VariantDB: a flexible annotation and filtering portal for next generation sequencing data
2052,2014,Treatment of potato tubers with the synthetic cytokinin 1-(α-ethylbenzyl)-3-nitroguanidine results in rapid termination of endodormancy and induction of transcripts associated with cell proliferation and growth
2053,2014,Altered Histone Mark Deposition and DNA Methylation at Homeobox Genes in Human Oral Squamous Cell Carcinoma
2054,2014,Ammonium induces differential expression of methane and nitrogen metabolism-related genes in Methylocystis sp. strain SC2.
2055,2014,Detailed comparison of two popular variant calling packages for exome and targeted exon studies
2056,2014,High-Performance Integrated Virtual Environment (HIVE) Tools and Applications for Big Data Analysis
2057,2014,Erbb2 Is Required for Cardiac Atrial Electrical Activity during Development
2058,2014,Mr. Clean: A Tool for Tracking and Comparing the Lineage of Scientific Visualization Code
2059,2014,Hippo Signaling Influences HNF4A and FOXA2 Enhancer Switching during Hepatocyte Differentiation
2060,2014,Improved sequence-read simulation for (meta)genomics
2061,2014,Executing SADI services in Galaxy
2062,2014,Multiple Influenza A (H3N2) Mutations Conferring Resistance to Neuraminidase Inhibitors in a Bone Marrow Transplant Recipient
2063,2014,"A taxonomy for bioinformatics tools: exploiting semantics, parallelism, and services for analyzing omics data"
2064,2014,A Hadoop-Galaxy adapter for user-friendly and scalable data-intensive bioinformatics in Galaxy
2065,2014,Pheno2GRN: a workflow for phenotype to gene network study and reverse engineering comparison
2066,2014,Dual transcriptional profiling of mice and Toxoplasma gondii during acute and chronic infection
2067,2014,Set-level gene expression data analysis with machine learning
2068,2014,BioFlow: a web based workflow management software for design and execution of genomics pipelines
2069,2014,Understanding gene regulatory mechanisms by integrating ChIP-seq and RNA-seq data: statistical solutions to biological problems
2070,2014,Tangram: a comprehensive toolbox for mobile element insertion detection
2071,2014,EuGene-PP: a next-generation automated annotation pipeline for prokaryotic genomes
2072,2014,Technical challenges in metatranscriptomic studies applied to the bacterial communities of freshwater ecosystems
2073,2014,A Survey of Cloud-Based Service Computing Solutions for Mammalian Genomics
2074,2014,Batchsubmit: a high‐volume batch submission system for earthquake engineering simulation
2075,2014,"Experiences building Globus Genomics: a next‐generation sequencing analysis service using Galaxy, Globus, and Amazon Web Services"
2076,2014,We are all individuals… bioinformatics in the personalized medicine era
2077,2014,XSEDE13 Special Issue Conference Publications
2078,2014,In Vitro Selection of Neisseria gonorrhoeae Mutants with Elevated MIC Values and Increased Resistance to Cephalosporins
2079,2014,Transcriptome maps of mRNP biogenesis factors define pre-mRNA recognition.
2080,2014,"Managing, Analysing, and Integrating Big Data in Medical Bioinformatics: Open Problems and Future Perspectives"
2081,2014,The cell of origin and subtype of K-Ras-induced lung tumors are modified by Notch and Sox2
2082,2014,RNA-Seq Analysis Pipeline Based on Oshell Environment
2083,2014,VISPA: a computational pipeline for the identification and analysis of genomic vector integration sites
2084,2014,Section I: integrating laboratory medicine with tissue specimens.
2085,2014,Generating Data Converters to Help Compose Services in Bioinformatics Workflows
2086,2014,Leaf phenomics: a systematic reverse genetic screen for Arabidopsis leaf mutants.
2087,2014,High‐Throughput Sequencing
2088,2014,RNA-Seq Analysis Reveals a Six-Gene SoxR Regulon in Streptomyces coelicolor
2089,2014,MIRPIPE: quantification of microRNAs in niche model organisms
2090,2014,The utility of PacBio circular consensus sequencing for characterizing complex gene families in non-model organisms
2091,2014,Mario: Interactive Tuning of Biological Analysis Pipelines Using Iterative Processing
2092,2014,Adaptive Simulation with Repast Simphony and Swift
2093,2014,Using Galaxy-P to leverage RNA-Seq for the discovery of novel protein variations
2094,2014,Using next-generation sequencing to isolate mutant genes from forward genetic screens
2095,2014,Co-occurrence of transcription and translation gene regulatory features underlies coordinated mRNA and protein synthesis
2096,2014,Polyglot Programming in Applications Used for Genetic Data Analysis
2097,2014,RNA-Rocket: an RNA-Seq analysis resource for infectious disease research
2098,2014,Altering the Intestinal Microbiota during a Critical Developmental Window Has Lasting Metabolic Consequences
2099,2014,The ability to suppress macrophage-mediated inflammation in orbital fat stem cells is controlled by miR-671-5p
2100,2014,Using RNA-seq and targeted nucleases to identify mechanisms of drug resistance in acute myeloid leukemia
2101,2014,A Pituitary Homeobox 2 (Pitx2):microRNA-200a-3p:β-catenin Pathway Converts Mesenchymal Cells to Amelogenin-expressing Dental Epithelial Cells*
2102,2014,Amazonian Dark Earth and Plant Species from the Amazon Region Contribute to Shape Rhizosphere Bacterial Communities
2103,2014,Compound-gene interaction mapping reveals distinct roles for Staphylococcus aureus teichoic acids
2104,2014,Similarity Search for Scientific Workflows
2105,2014,Dietary competition between the alien Asian Musk Shrew (Suncus murinus) and a re‐introduced population of Telfair's Skink (Leiolopisma telfairii)
2106,2014,"Integrating UIMA with Alveo, a human communication science virtual laboratory"
2107,2014,The diet of Myotis lucifugus across Canada: assessing foraging quality and diet variability
2108,2014,Analysis of immune-related ESTs and differential expression analysis of few important genes in lines of rohu (Labeo rohita) selected for resistance and susceptibility to Aeromonas hydrophila infection
2109,2014,An inordinate fondness for beetles? Variation in seasonal dietary preferences of night‐roosting big brown bats (Eptesicus fuscus)
2110,2014,Diet of the insectivorous bat Pipistrellus nathusii during autumn migration and summer residence
2111,2014,Improving accuracy of DNA diet estimates using food tissue control materials and an evaluation of proxies for digestion bias
2112,2014,Telomerase reverse transcriptase promoter mutations in tumors originating from the adrenal gland and extra-adrenal paraganglia.
2113,2014,"RNA-Seq analysis of the toxicant-induced transcriptome of the marine diatom, Ceratoneis closterium."
2114,2014,An integrative approach to detect subtle trophic niche differentiation in the sympatric trawling bat species Myotis dasycneme and Myotis daubentonii
2115,2014,Structure of two crystal forms of sheep β‐lactoglobulin with EF‐loop in closed conformation
2116,2014,454 pyrosequencing-based analysis of gene expression profiles in the amphipod Melita plumulosa: transcriptome assembly and toxicant induced changes.
2117,2014,A case study of a laboratory information system developed at the institute for cancer research at Candiolo
2118,2014,Multiple Regulatory Mechanisms Control the Expression of the Geobacillus stearothermophilus Gene for Extracellular Xylanase*
2119,2014,Discovery of the β-barrel–type RNA methyltransferase responsible for N6-methylation of N6-threonylcarbamoyladenosine in tRNAs
2120,2014,An automated infrastructure to support high-throughput bioinformatics
2121,2014,Conducting a Microbiome Study
2122,2014,Genomic data integration for ecological and evolutionary traits in non-model organisms
2123,2014,Exposure to hycanthone alters chromatin structure around specific gene functions and specific repeats in Schistosoma mansoni
2124,2014,Research Area 7.4: Identifying a Path Towards Rapid Discrimination of Infection Disease Outbreaks
2125,2014,Parallelization of Scientific Workflows in the Cloud
2126,2014,"PHYTOCHROME C Is an Essential Light Receptor for Photoperiodic Flowering in the Temperate Grass, Brachypodium distachyon"
2127,2014,Visualization of gene expression information within the context of the mouse anatomy
2128,2014,Integrated Model of DNA Sequence Numerical Representation and Artificial Neural Network for Human Donor and Acceptor Sites Prediction
2129,2014,"Carbonic anhydrases, EPF2 and a novel protease mediate CO2 control of stomatal development"
2130,2014,次世代シーケンサーデータの解析手法 第1 回イントロダクション
2131,2014,DIVERSITY OF SHIGA TOXIN-CONVERTING PHAGE AND CRISPR LOCI IN SHIGA TOXIN-PRODUCING ESCHERICHIA COLI: EVOLUTIONARY AND PATHOGENICITY IMPLICATIONS
2132,2014,Ten Simple Rules for Taking Advantage of Git and GitHub
2133,2014,Investigating tumour evolution through graph theoretical analysis of gene regulatory networks
2134,2014,Microsatellite Interruptions Stabilize Primate Genomes and Exist as Population-Specific Single Nucleotide Polymorphisms within Individual Human Genomes
2135,2014,Enabling scientific workflow sharing through coarse-grained interoperability
2136,2014,CAMP: Community Access MODIS Pipeline
2137,2014,Impact of primer choice on characterization of orchid mycorrhizal communities using 454 pyrosequencing
2138,2014,Conserved expression of lincRNA during human and macaque prefrontal cortex development and maturation
2139,2014,Both CRISPR/Cas-based nucleases and nickases can be used efficiently for genome engineering in Arabidopsis thaliana.
2140,2014,"Genomic landscape of human, bat, and ex vivo DNA transposon integrations."
2141,2014,Scaling up genome annotation using MAKER and work queue
2142,2014,A targeted next‐generation sequencing toolkit for exon‐based cichlid phylogenomics
2143,2014,COSMOS: Python library for massively parallel workflows
2144,2014,DistillFlow: removing redundancy in scientific workflows
2145,2014,Insulator function and topological domain border strength scale with architectural protein occupancy
2146,2014,Convertibilité entre types d'entrée et de sortie pour la composition de services en bio-informatique
2147,2014,In-Memory Computing Enabling Real-time Genome Data Analysis
2148,2014,Machine learning and high-performance computing: Infrastructure and algorithms for the genome-scale study of genetic and epigenetic regulatory mechanisms with applications in neuroscience
2149,2014,Node-Oriented Workflow (NOW): A Command Template Workflow Management Tool for High Throughput Data Analysis Pipelines
2150,2014,Data-Intensive Computing Infrastructure Systems for Unmodified Biological Data Analysis Pipelines
2151,2014,Fungal model systems and the elucidation of pathogenicity determinants
2152,2014,Optimization of lag time underlies antibiotic tolerance in evolved bacterial populations
2153,2014,The Cavβ1a subunit regulates gene expression and suppresses myogenin in muscle progenitor cells
2154,2014,The murine appendiceal microbiome is altered in spontaneous colitis and its pathological progression
2155,2014,Performance Studies on Distributed Virtual Screening
2156,2014,"Comparative Mechanistic Studies of Brilacidin, Daptomycin, and the Antimicrobial Peptide LL16"
2157,2014,CanSNPer: a hierarchical genotype classifier of clonal pathogens
2158,2014,"Certain Adenylated Non-Coding RNAs, Including 5′ Leader Sequences of Primary MicroRNA Transcripts, Accumulate in Mouse Cells following Depletion of the RNA Helicase MTR4"
2159,2014,BioBlend.objects: metacomputing with Galaxy
2160,2014,BlockClust: efficient clustering and classification of non-coding RNAs from short read RNA-seq profiles
2161,2014,"Charakterizace promotorových oblastí genů HGSNAT a GBA, a příspěvek ke studiu patogeneze MPS IIIC a Gaucherovy choroby"
2162,2014,iRAP - an integrated RNA-seq Analysis Pipeline
2163,2014,Investigating Synthetic Lethal Interactions with the Wall Teichoic Acid Pathway of Staphylococcus aureus
2164,2014,Ocular and Extraocular Expression of Opsins in the Rhopalium of Tripedalia cystophora (Cnidaria: Cubozoa)
2165,2014,Genomic V exons from whole genome shotgun data in reptiles
2166,2014,"Minimally destructive sampling of type specimens of Pyropia (Bangiales, Rhodophyta) recovers complete plastid and mitochondrial genomes"
2167,2014,CloudDOE: A User-Friendly Tool for Deploying Hadoop Clouds and Analyzing High-Throughput Sequencing Data with MapReduce
2168,2014,Provenance and data differencing for workflow reproducibility analysis
2169,2014,Meta-Metaworkflows for Combining Quantum Chemistry and Molecular Dynamics in the MoSGrid Science Gateway
2170,2014,"The Software Ontology (SWO): a resource for reproducibility in biomedical data analysis, curation and digital preservation"
2171,2014,WGS Analysis and Interpretation in Clinical and Public Health Microbiology Laboratories: What Are the Requirements and How Do Existing Tools Compare?
2172,2014,Cloud-based bioinformatics workflow platform for large-scale next-generation sequencing analyses
2173,2014,"Connectivity of vertebrate genomes: Paired-related homeobox (Prrx) genes in spotted gar, basal teleosts, and tetrapods."
2174,2014,Transcriptomic Evidence for a Dramatic Functional Transition of the Malpighian Tubules after a Blood Meal in the Asian Tiger Mosquito Aedes albopictus
2175,2014,Deep Evolutionary Comparison of Gene Expression Identifies Parallel Recruitment of Trans-Factors in Two Independent Origins of C4 Photosynthesis
2176,2014,Genomics: moving behavioural ecology beyond the phenotypic gambit
2177,2014,PeptidePicker: a scientific workflow with web interface for selecting appropriate peptides for targeted proteomics experiments.
2178,2014,Gateways to high-perfomance and distributed computing resources for global health challenges
2179,2014,Protein inference using Peptide quantification patterns.
2180,2014,BiQ Analyzer HiMod: an interactive software tool for high-throughput locus-specific analysis of 5-methylcytosine and its oxidized derivatives
2181,2014,miXGENE Tool for Learning from Heterogeneous Gene Expression Data Using Prior Knowledge
2182,2014,Deep Sequencing Analysis Reveals Temporal Microbiota Changes Associated with Development of Bovine Digital Dermatitis
2183,2014,Quality control on the frontier
2184,2014,Expanding Tasks of Logical Workflows Into Independent Workflows for Improved Scalability
2185,2014,Delivering bioinformatics MapReduce applications in the cloud
2186,2014,A Survey of Approaches and Frameworks to Carry Out Genomic Data Analysis on the Cloud
2187,2014,From Scripted HPC-Based NGS Pipelines to Workflows on the Cloud
2188,2014,Towards Generic Metadata Management in Distributed Science Gateway Infrastructures
2189,2014,Physiolyze: A Galaxy-based web service for Heart Rate Variability analysis with online processing
2190,2014,Implementation of Cloud based Next Generation Sequencing data analysis in a clinical laboratory
2191,2014,Copy number variants are a common cause of non-syndromic hearing loss
2192,2014,Motif-based analysis of large nucleotide data sets using MEME-ChIP
2193,2014,Self-service infrastructure container for data intensive application
2194,2014,Predictive modeling of lung cancer recurrence using alternative splicing events versus differential expression data
2195,2014,Genomic taxonomy boost by lexical clustering
2196,2014,AmalgamScope: Merging Annotations Data across the Human Genome
2197,2014,AO DIFERENCIAL A PARTIR DA MATRIZ DE CONTAGENS GERADA COM DADOS DE RNA-SEQ
2198,2014,MOIRAI: a compact workflow system for CAGE analysis
2199,2014,SraTailor: GUI software for visualizing high-throughput sequence read archives
2200,2014,Mobyle SNAP Workbench: a web-based analysis portal for population genetics and evolutionary genomics
2201,2014,Should We Build “Obese” or “Lean” Anaerobic Digesters?
2202,2014,The multiplicity of alternative splicing decisions in Caenorhabditis elegans is linked to specific intronic regulatory motifs and minisatellites
2203,2014,RNAbrowse: RNA-Seq De Novo Assembly Results Browser
2204,2014,Genome-wide characterization reveals complex interplay between TP53 and TP63 in response to genotoxic stress
2205,2014,Functional type 2 photosynthetic reaction centers found in the rare bacterial phylum Gemmatimonadetes
2206,2014,Comparison of strand-specific transcriptomes of enterohemorrhagic Escherichia coli O157:H7 EDL933 (EHEC) under eleven different environmental conditions including radish sprouts and cattle feces
2207,2014,EXPRSS: an Illumina based high-throughput expression-profiling method to reveal transcriptional dynamics
2208,2014,SymD webserver: a platform for detecting internally symmetric protein structures
2209,2014,deepTools: a flexible platform for exploring deep-sequencing data
2210,2014,"Metatranscriptome of an Anaerobic Benzene-Degrading, Nitrate-Reducing Enrichment Culture Reveals Involvement of Carboxylation in Benzene Ring Activation"
2211,2014,Biochemical and structural characterisation of a haloalkane dehalogenase from a marine Rhodobacteraceae
2212,2014,The unseen world: environmental microbial sequencing and identification methods for ecologists
2213,2014,Characterizing DNA preservation in degraded specimens of Amara alpina (Carabidae: Coleoptera)
2214,2014,Off-Road LAF: Encoding and Processing Annotations in NLP Workflows
2215,2014,Modeling genomic regulatory networks with big data.
2216,2014,The Alveo Virtual Laboratory: A Web Based Repository API
2217,2014,"Prioritizing Disease‐Linked Variants, Genes, and Pathways with an Interactive Whole‐Genome Analysis Pipeline"
2218,2014,The Language Application Grid
2219,2014,ProfileDB: a resource for proteomics and cross-omics biomarker discovery.
2220,2014,Biogeographic Analysis of Eastern Oyster Microbial Associates in the Choptank River
2221,2014,In silico to in vivo splicing analysis using splicing code models.
2222,2014,Design and data analysis of kinome microarrays
2223,2014,Data-driven Methods and Models for Predicting Protein Structure using Dynamic Fragments and Rotamers
2224,2014,The impact of widespread regulatory neofunctionalization on homeolog gene evolution following whole-genome duplication in maize
2225,2014,Summary of the First Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE1)
2226,2014,Recipes 2.0: building for today and tomorrow
2227,2014,Integrating Omics Technologies to Study Pulmonary Physiology and Pathology at the Systems Level
2228,2014,Microbiota diversity and gene expression dynamics in human oral biofilms
2229,2014,NetCompare: A visualization tool for network alignment on Galaxy
2230,2014,shRNA-seq data analysis with edgeR.
2231,2014,Monte Carlo null models for genomic data
2232,2014,High-throughput neuroimaging-genetics computational infrastructure
2233,2014,Bioinformatics Pipelines for Targeted Resequencing and Whole-Exome Sequencing of Human and Mouse Genomes: A Virtual Appliance Approach for Instant Deployment
2234,2014,Characterization of ancient and modern genomes by SNP detection and phylogenomic and metagenomic analysis using PALEOMIX
2235,2014,Alternative capture of noncoding RNAs or protein-coding genes by herpesviruses to alter host T cell function.
2236,2014,A Model-Based Approach to Identify Binding Sites in CLIP-Seq Data
2237,2014,Customizing Scientific Data Analytic Platforms via SaaS Approach
2238,2014,Targeted sequencing for gene discovery and quantification using RNA CaptureSeq
2239,2014,Bioinformatics analysis pipeline for exome sequencing data
2240,2014,Bhlhe40 controls cytokine production by T cells and is essential for pathogenicity in autoimmune neuroinflammation
2241,2014,"High-Throughput Sequencing, a Versatile Weapon to Support Genome-Based Diagnosis in Infectious Diseases: Applications to Clinical Bacteriology"
2242,2014,"Prevention, diagnosis and treatment of high‐throughput sequencing data pathologies"
2243,2014,Bioinformatic Approaches Reveal Metagenomic Characterization of Soil Microbial Community
2244,2014,Applying linked data approaches to pharmacology: Architectural decisions and implementation
2245,2014,An individual with blepharophimosis–ptosis–epicanthus inversus syndrome (BPES) and additional features expands the phenotype associated with mutations in KAT6B
2246,2014,Identification of in vivo regulators of the Vibrio cholerae xds gene using a high‐throughput genetic selection
2247,2014,PopGenReport: simplifying basic population genetic analyses in R
2248,2014,Reduction in Fecundity and Shifts in Cellular Processes by a Native Virus on an Invasive Insect
2249,2014,The eGenVar data management system—cataloguing and sharing sensitive data and metadata for the life sciences
2250,2014,Detection of PIWI and piRNAs in the mitochondria of mammalian cancer cells.
2251,2014,Characterization of the caleosin gene family in the Triticeae
2252,2014,Advancing next‐generation sequencing data analytics with scalable distributed infrastructure
2253,2014,Answering the demands of digital genomics
2254,2014,Automatic Atlas Based Electron Density and Structure Contouring for MRI-based Prostate Radiation Therapy on the Cloud
2255,2014,DIVE: A Graph-Based Visual-Analytics Framework for Big Data
2256,2014,Widespread FRA1-Dependent Control of Mesenchymal Transdifferentiation Programs in Colorectal Cancer Cells
2257,2014,Clinical and Immunological Diversity of Recombination Defects
2258,2014,Identification of Genes Differentially Expressed in Myogenin Knock-Down Bovine Muscle Satellite Cells during Differentiation through RNA Sequencing Analysis
2259,2014,"Global Patterns of Abundance, Diversity and Community Structure of the Aminicenantes (Candidate Phylum OP8)"
2260,2014,Bioinformatics in Genome Sequencing Projects
2261,2014,GigaDB: promoting data dissemination and reproducibility
2262,2014,A pipeline for the de novo assembly of the Themira biloba (Sepsidae: Diptera) transcriptome using a multiple k-mer length approach
2263,2014,"Orione, a web-based framework for NGS analysis in microbiology"
2264,2014,Analyzing and Modeling of Medical Data on Distributed Computing Infrastructures
2265,2014,Redefining the Human Oral Mycobiome with Improved Practices in Amplicon-based Taxonomy: Discovery of Malassezia as a Prominent Commensal
2266,2014,A Novel Circular Mapping Technique for Spectral Classification of Exons and Introns in Human DNA Sequences
2267,2014,Scanning of Transposable Elements and Analyzing Expression of Transposase Genes of Sweet Potato [Ipomoea batatas]
2268,2014,Comparative and retrospective molecular analysis of Parapoxvirus (PPV) isolates.
2269,2014,Genetic Dissection of Anopheles gambiae Gut Epithelial Responses to Serratia marcescens
2270,2014,Translocations at 8q24 juxtapose MYC with genes that harbor superenhancers resulting in overexpression and poor prognosis in myeloma patients
2271,2014,Frequency of CYP2C9 polymorphisms in Polynesian people and potential relevance to management of gout with benzbromarone.
2272,2014,Heterogeneous biological data integration with declarative query language
2273,2014,Fréquence des polymorphismes du CYP2C9 chez les Polynésiens et pertinence potentielle concernant le traitement de la goutte par benzbromarone
2274,2014,The marriage of nutrigenomics with the microbiome: the case of infant-associated bifidobacteria and milk.
2275,2014,Genome wide analyses of the Escherichia coli primary and secondary transcriptomes
2276,2014,Wrangling Galaxy’s reference data
2277,2014,Two platforms for research in Human Communication Science: The AusTalk corpus and the Alveo Virtual Laboratory
2278,2014,TargetOrtho: A Phylogenetic Footprinting Tool to Identify Transcription Factor Targets
2279,2014,Prediction of Gene Activity in Early B Cell Development Based on an Integrative Multi-Omics Analysis
2280,2014,A SWI/SNF related autism syndrome caused by de novo mutations in ADNP
2281,2014,Virus-independent and common transcriptome responses of leafhopper vectors feeding on maize infected with semi-persistently and persistent propagatively transmitted viruses
2282,2014,BioJS InterMineTable Component: A BioJS component for displaying data from InterMine compatible webservice endpoints
2283,2014,Comparative genomics of unintrogressed Campylobacter coli clades 2 and 3
2284,2014,Binding Sites Analyser (BiSA): Software for Genomic Binding Sites Archiving and Overlap Analysis
2285,2014,Genomic V-gene repertoire in reptiles
2286,2014,An improved predictive recognition model for Cys2-His2 zinc finger proteins
2287,2014,Plant pathogen sensing for early disease control
2288,2014,Improving mRNA 5′ coding sequence determination in the mouse genome
2289,2014,HiBrowse: multi-purpose statistical analysis of genome-wide chromatin 3D organization
2290,2014,"The HTS barcode checker pipeline, a tool for automated detection of illegally traded species from high-throughput sequencing data"
2291,2014,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data
2292,2014,Polar Microbiology: Recent Advances and Future Perspectives
2293,2014,Global analysis of histone variant H2A.Z acetylation in Saccharomyces cerevisiae
2294,2014,Variation in chromatin accessibility in human kidney cancer links H3K36 methyltransferase loss with widespread RNA processing defects
2295,2014,Mapping genetic modifiers of survival in a mouse model of Dravet syndrome
2296,2014,Dissemination of scientific software with Galaxy ToolShed
2297,2014,Nitrifying moving bed biofilm reactor (MBBR) biofilm and biomass response to long term exposure to 1 °C.
2298,2014,"Genome-wide histone state profiling of fibroblasts from the opossum, Monodelphis domestica, identifies the first marsupial-specific imprinted gene"
2299,2014,"Launching genomics into the cloud: deployment of Mercury, a next generation sequence analysis pipeline"
2300,2014,IDENTIFYING GENETIC FACTORS PROMOTING FITNESS AND RIFAMPICIN TOLERANCE IN MYCOBACTERIUM TUBERCULOSIS BIOFILMS
2301,2014,Molecular Evolution of Multiple-Level Control of Heme Biosynthesis Pathway in Animal Kingdom
2302,2014,Nationwide buildings energy research enabled through an integrated data intensive
2303,2014,Non-synonymous variations in cancer and their effects on the human proteome: workflow for NGS data biocuration and proteome-wide analysis of TCGA data
2304,2014,NGSANE: a lightweight production informatics framework for high-throughput data analysis
2305,2014,CGtag: complete genomics toolkit and annotation in a cloud-based Galaxy
2306,2014,"glbase: a framework for combining, analyzing and displaying heterogeneous genomic and high-throughput sequencing data"
2307,2014,Transcriptome-wide Discovery of microRNA Binding Sites in Human Brain
2308,2014,Comparison of different assembly and annotation tools on analysis of simulated viral metagenomic communities in the gut
2309,2014,The Research Object Suite of Ontologies: Sharing and Exchanging Research Data and Methods on the Open Web
2310,2014,"STORMSeq: An Open-Source, User-Friendly Pipeline for Processing Personal Genomics Data in the Cloud"
2311,2014,"A Pou5f1/Oct4 dependent Klf2a, Klf2b, and Klf17 regulatory sub-network contributes to EVL and ectoderm development during zebrafish embryogenesis."
2312,2014,Deletion of conserved protein phosphatases reverses defects associated with mitochondrial DNA damage in Saccharomyces cerevisiae
2313,2014,An integrated framework for discovery and genotyping of genomic variants from high-throughput sequencing experiments
2314,2014,Similar recombination-activating gene (RAG) mutations result in similar immunobiological effects but in different clinical phenotypes
2315,2014,Systems Toxicology: From Basic Research to Risk Assessment
2316,2014,Comparative Genomics Identifies a Potential Marker of Human-Virulent Anaplasma phagocytophilum
2317,2014,Clonality of HTLV-2 in natural infection
2318,2014,Web-Based Workflow Planning Platform Supporting the Design and Execution of Complex Multiscale Cancer Models
2319,2014,CGAT: computational genomics analysis toolkit
2320,2014,Tools to covisualize and coanalyze proteomic data with genomes and transcriptomes: validation of genes and alternative mRNA splicing.
2321,2014,"CAPER 2.0: an interactive, configurable, and extensible workflow-based platform to analyze data sets from the Chromosome-centric Human Proteome Project."
2322,2014,Draft Genome Sequence of the Alga-Aggregating Bacterium Bacillus sp. Strain RP1137
2323,2014,Distilling structure in Taverna scientific workflows: a refactoring approach
2324,2014,Explorative search of distributed bio-data to answer complex biomedical questions
2325,2014,Clonality of HTLV-2 in Natural Infection
2326,2014,Combinatorial effects of multiple enhancer variants in linkage disequilibrium dictate levels of gene expression to confer susceptibility to common traits
2327,2014,"Chromosome-wide profiling of X-chromosome inactivation and epigenetic states in fetal brain and placenta of the opossum, Monodelphis domestica"
2328,2014,"Review of Current Methods, Applications, and Data Management for the Bioinformatics Analysis of Whole Exome Sequencing"
2329,2013,"Whole-Exome Sequencing Revealing Somatic NLRP3 Mosaicism in a Patient With Chronic Infantile Neurologic, Cutaneous, Articular Syndrome"
2330,2013,Galaxy tools to study genome diversity
2331,2013,Random or Stochastic Monoallelic Expressed Genes Are Enriched for Neurodevelopmental Disorder Candidate Genes
2332,2013,SciFlow: A dataflow-driven model architecture for scientific computing using Hadoop
2333,2013,A scalable data analysis platform for metagenomics
2334,2013,Building biomedical pipelines for large-scale sequencing analysis based on Galaxy and Cloud
2335,2013,Sequencing quality assessment tools to enable data-driven informatics for high throughput genomics
2336,2013,Differential inhibition of LINE1 and LINE2 retrotransposition by vertebrate AID/APOBEC proteins
2337,2013,The Utility of Shallow RNA-Seq for Documenting Differential Gene Expression in Genes with High and Low Levels of Expression
2338,2013,Comparison of Ultra-Conserved Elements in Drosophilids and Vertebrates
2339,2013,Gathering and Exploring Scientific Knowledge in Pharmacovigilance
2340,2013,A Scalable Computing Framework for Large-Scale Bioinformatics Analysis
2341,2013,New algorithmic and bioinformatic approaches for the analysis of data from high throughput sequencing. (Algorithmes bio-informatiques pour l'analyse de données de séquençage à haut débit)
2342,2013,Genome-wide Map of Nuclear Protein Degradation Shows NCoR1 Turnover as a Key to Mitochondrial Gene Regulation
2343,2013,On the Limits of Machine Perception and Interpretation. (Sur les limites de la perception artificielle et de l'interprétation)
2344,2013,Galaxy + Hadoop: Toward a Collaborative and Scalable Image Processing Toolbox in Cloud
2345,2013,Form-Based Web Service Composition for Domain Experts
2346,2013,A workflow for parallel and distributed computing of large-scale genomic data
2347,2013,Building localized bioinformatics platform based on Galaxy and high performance computing cluster
2348,2013,An integrative bioinformatics pipeline for the genomewide identification of novel porcine microRNA genes
2349,2013,Sesame: A new bioinformatics semantic workflow design system
2350,2013,POMO - Plotting Omics analysis results for Multiple Organisms
2351,2013,A Primer for Disease Gene Prioritization Using Next-Generation Sequencing Data
2352,2013,A Novel Approach to Tracking Antigen-Experienced CD4 T Cells into Functional Compartments via Tandem Deep and Shallow TCR Clonotyping
2353,2013,"Design of targeted, capture-based, next generation sequencing tests for precision cancer therapy."
2354,2013,Are bacterial species really ecotypes
2355,2013,Human Analysts at Superhuman Scales: What Has Friendly Software To Do?
2356,2013,Transposable elements become active and mobile in the genomes of aging mammalian somatic tissues
2357,2013,Characterization of Chromatin Dysregulation in Cancer Through Analysis of Fresh and Archival Human Samples
2358,2013,Using genetic findings in autism for the development of new pharmaceutical compounds
2359,2013,"Rates of Evolution of Hominoid Seminal Proteins are Correlated with Function and Expression, Rather than Mating System"
2360,2013,Quantifying Reproducibility in Computational Biology: The Case of the Tuberculosis Drugome
2361,2013,Bacterial genome sequencing in the clinic: bioinformatic challenges and solutions
2362,2013,Transcriptome Analysis to Identify Putative Floral-Specific Genes and Flowering Regulatory-Related Genes of Sweet Potato
